,cmplnt_num,addr_pct_cd,boro_nm,cmplnt_fr_dt,cmplnt_fr_tm,cmplnt_to_dt,cmplnt_to_tm,crm_atpt_cptd_cd,jurisdiction_code,juris_desc,ky_cd,law_cat_cd,ofns_desc,patrol_boro,pd_cd,pd_desc,prem_typ_desc,rpt_dt,susp_age_group,susp_race,susp_sex,vic_age_group,vic_race,vic_sex,housing_psa,loc_of_occur_desc,station_name,transit_district,hadevelopt,parks_nm
10,884848308,62,BROOKLYN,2019-09-29T00:00:00.000,00:15:00,2019-09-29T00:00:00.000,00:20:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BKLYN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",STREET,2019-09-29T00:00:00.000,18-24,BLACK HISPANIC,M,45-64,WHITE,M,,,,,,
11,424618083,106,QUEENS,2019-09-28T00:00:00.000,19:00:00,2019-09-28T00:00:00.000,19:05:00,COMPLETED,0.0,N.Y. POLICE DEPT,121,FELONY,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO QUEENS SOUTH,267.0,"MISCHIEF, CRIMINAL 3 & 2, OF M",STREET,2019-09-28T00:00:00.000,,,,45-64,BLACK,M,,,,,,
12,309808467,109,QUEENS,2019-09-28T00:00:00.000,08:23:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,105,FELONY,ROBBERY,PATROL BORO QUEENS NORTH,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",STREET,2019-09-28T00:00:00.000,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F,,,,,,
13,826738009,105,QUEENS,2019-09-28T00:00:00.000,05:00:00,2019-09-28T00:00:00.000,05:15:00,COMPLETED,0.0,N.Y. POLICE DEPT,104,FELONY,RAPE,PATROL BORO QUEENS SOUTH,157.0,RAPE 1,STREET,2019-09-28T00:00:00.000,UNKNOWN,UNKNOWN,M,25-44,BLACK,F,,FRONT OF,,,,
14,634306284,44,BRONX,2019-09-28T00:00:00.000,04:11:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BRONX,101.0,ASSAULT 3,STREET,2019-09-28T00:00:00.000,25-44,BLACK,M,25-44,WHITE HISPANIC,F,,,,,,
15,791233182,40,BRONX,2019-09-28T00:00:00.000,02:30:00,2019-09-28T00:00:00.000,11:18:00,COMPLETED,0.0,N.Y. POLICE DEPT,107,FELONY,BURGLARY,PATROL BORO BRONX,231.0,"BURGLARY,TRUCK DAY",STREET,2019-09-28T00:00:00.000,,,,UNKNOWN,UNKNOWN,D,,FRONT OF,,,,
16,486075990,42,,2019-09-28T00:00:00.000,01:17:00,,,COMPLETED,,N.Y. POLICE DEPT,101,FELONY,MURDER & NON-NEGL. MANSLAUGHTER,,,,,2019-09-28T00:00:00.000,,,,18-24,BLACK,M,,INSIDE,,,,
17,859381121,75,BROOKLYN,2019-09-27T00:00:00.000,21:25:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,235,MISDEMEANOR,DANGEROUS DRUGS,PATROL BORO BKLYN NORTH,511.0,"CONTROLLED SUBSTANCE, POSSESSI",STREET,2019-09-27T00:00:00.000,18-24,WHITE HISPANIC,M,UNKNOWN,UNKNOWN,E,,,,,,
18,804018429,90,BROOKLYN,2019-09-27T00:00:00.000,16:30:00,2019-09-27T00:00:00.000,16:45:00,COMPLETED,0.0,N.Y. POLICE DEPT,109,FELONY,GRAND LARCENY,PATROL BORO BKLYN NORTH,433.0,"LARCENY,GRAND FROM STORE-SHOPL",JEWELRY,2019-09-27T00:00:00.000,,,,UNKNOWN,UNKNOWN,D,,INSIDE,,,,
19,518696491,52,BRONX,2019-09-27T00:00:00.000,15:12:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BRONX,638.0,"HARASSMENT,SUBD 3,4,5",DRUG STORE,2019-09-27T00:00:00.000,UNKNOWN,BLACK HISPANIC,F,25-44,UNKNOWN,F,,INSIDE,,,,
20,771608329,67,BROOKLYN,2019-09-27T00:00:00.000,08:30:00,2019-09-27T00:00:00.000,08:36:00,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BKLYN SOUTH,101.0,ASSAULT 3,BUS (NYC TRANSIT),2019-09-27T00:00:00.000,25-44,BLACK,M,45-64,BLACK,M,,,,,,
21,875384391,83,,2019-09-27T00:00:00.000,06:41:00,,,COMPLETED,,N.Y. POLICE DEPT,101,FELONY,MURDER & NON-NEGL. MANSLAUGHTER,,,,,2019-09-27T00:00:00.000,18-24,BLACK,M,UNKNOWN,BLACK,M,,INSIDE,,,,
22,321887714,43,BRONX,2012-01-01T00:00:00.000,00:00:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,116,FELONY,SEX CRIMES,PATROL BORO BRONX,177.0,SEXUAL ABUSE,RESIDENCE - APT. HOUSE,2019-09-27T00:00:00.000,,,,<18,UNKNOWN,F,,INSIDE,,,,
23,608902746,52,BRONX,2019-09-26T00:00:00.000,03:05:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,117,FELONY,DANGEROUS DRUGS,PATROL BORO BRONX,503.0,"CONTROLLED SUBSTANCE,INTENT TO",STREET,2019-09-26T00:00:00.000,,,,UNKNOWN,UNKNOWN,E,,,,,,
24,491897693,88,BROOKLYN,2019-09-25T00:00:00.000,23:47:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,361,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,PATROL BORO BKLYN NORTH,639.0,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,2019-09-26T00:00:00.000,<18,BLACK,U,<18,BLACK,F,,INSIDE,,,,
25,456578136,47,BRONX,2019-09-25T00:00:00.000,19:00:00,2019-09-26T00:00:00.000,18:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,109,FELONY,GRAND LARCENY,PATROL BORO BRONX,421.0,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",OTHER,2019-09-26T00:00:00.000,,,,25-44,BLACK,M,,FRONT OF,,,,
26,920306333,120,STATEN ISLAND,2019-09-19T00:00:00.000,06:00:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,118,FELONY,DANGEROUS WEAPONS,PATROL BORO STATEN ISLAND,792.0,WEAPONS POSSESSION 1 & 2,RESIDENCE - APT. HOUSE,2019-09-26T00:00:00.000,25-44,BLACK,M,UNKNOWN,UNKNOWN,E,,INSIDE,,,,
27,122402631,104,QUEENS,2019-09-25T00:00:00.000,21:10:00,2019-09-25T00:00:00.000,21:30:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO QUEENS NORTH,638.0,"HARASSMENT,SUBD 3,4,5",STREET,2019-09-25T00:00:00.000,,,,18-24,WHITE,M,,,,,,
28,405577920,44,BRONX,2019-09-25T00:00:00.000,19:50:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,235,MISDEMEANOR,DANGEROUS DRUGS,PATROL BORO BRONX,511.0,"CONTROLLED SUBSTANCE, POSSESSI",STREET,2019-09-25T00:00:00.000,,,,UNKNOWN,UNKNOWN,E,,,,,,
29,660982179,26,MANHATTAN,2019-09-25T00:00:00.000,17:48:00,2019-09-25T00:00:00.000,17:54:00,COMPLETED,0.0,N.Y. POLICE DEPT,117,FELONY,DANGEROUS DRUGS,PATROL BORO MAN NORTH,568.0,"MARIJUANA, POSSESSION 1, 2 & 3",PUBLIC BUILDING,2019-09-25T00:00:00.000,18-24,BLACK HISPANIC,M,UNKNOWN,UNKNOWN,E,,FRONT OF,,,,
30,725418832,46,BRONX,2019-09-25T00:00:00.000,16:00:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BRONX,638.0,"HARASSMENT,SUBD 3,4,5",OTHER,2019-09-25T00:00:00.000,18-24,UNKNOWN,M,65+,WHITE HISPANIC,F,,INSIDE,,,,
31,734029476,43,BRONX,2019-09-25T00:00:00.000,15:47:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,351,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO BRONX,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",STREET,2019-09-25T00:00:00.000,,,,25-44,BLACK,M,,FRONT OF,,,,
32,481264252,43,BRONX,2019-09-25T00:00:00.000,12:08:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,361,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,PATROL BORO BRONX,639.0,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,2019-09-25T00:00:00.000,,,,UNKNOWN,BLACK HISPANIC,F,,INSIDE,,,,
33,650175387,49,BRONX,2019-09-24T00:00:00.000,23:00:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,104,FELONY,RAPE,PATROL BORO BRONX,157.0,RAPE 1,STORE UNCLASSIFIED,2019-09-25T00:00:00.000,UNKNOWN,UNKNOWN,M,25-44,WHITE HISPANIC,F,,,,,,
34,113409125,47,BRONX,2019-09-24T00:00:00.000,18:45:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,351,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO BRONX,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STREET,2019-09-24T00:00:00.000,,,,UNKNOWN,UNKNOWN,E,,,,,,
35,666244413,44,BRONX,2019-09-24T00:00:00.000,17:00:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BRONX,101.0,ASSAULT 3,GROCERY/BODEGA,2019-09-24T00:00:00.000,25-44,BLACK,M,25-44,BLACK HISPANIC,F,,INSIDE,,,,
36,857410594,52,BRONX,2019-09-24T00:00:00.000,16:14:00,2019-09-24T00:00:00.000,16:14:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO BRONX,333.0,"LARCENY,PETIT FROM STORE-SHOPL",SHOE,2019-09-24T00:00:00.000,25-44,BLACK,M,UNKNOWN,UNKNOWN,D,,INSIDE,,,,
37,796330769,113,QUEENS,2019-09-24T00:00:00.000,15:45:00,2019-09-24T00:00:00.000,16:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO QUEENS SOUTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",DRUG STORE,2019-09-24T00:00:00.000,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,,INSIDE,,,,
38,438283918,41,BRONX,2019-09-24T00:00:00.000,01:25:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO BRONX,338.0,"LARCENY,PETIT FROM BUILDING,UN",GROCERY/BODEGA,2019-09-24T00:00:00.000,45-64,BLACK,M,25-44,BLACK,M,,INSIDE,,,,
39,162275917,44,BRONX,2019-09-22T00:00:00.000,07:00:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,104,FELONY,RAPE,PATROL BORO BRONX,157.0,RAPE 1,RESIDENCE - APT. HOUSE,2019-09-24T00:00:00.000,25-44,BLACK HISPANIC,M,25-44,WHITE,F,,INSIDE,,,,
40,684425374,109,QUEENS,2019-09-19T00:00:00.000,10:00:00,2019-09-20T00:00:00.000,10:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO QUEENS NORTH,321.0,"LARCENY,PETIT FROM AUTO",STREET,2019-09-24T00:00:00.000,,,,65+,WHITE,M,,FRONT OF,,,,
41,747268459,28,MANHATTAN,2019-09-23T00:00:00.000,21:20:00,2019-09-23T00:00:00.000,21:30:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO MAN NORTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,2019-09-23T00:00:00.000,UNKNOWN,BLACK,M,65+,BLACK,F,,INSIDE,,,,
42,476563433,44,BRONX,2019-09-23T00:00:00.000,18:30:00,2019-09-23T00:00:00.000,18:45:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO BRONX,321.0,"LARCENY,PETIT FROM AUTO",PARKING LOT/GARAGE (PUBLIC),2019-09-23T00:00:00.000,,,,45-64,BLACK HISPANIC,M,,INSIDE,,,,
43,281452987,105,QUEENS,2019-09-23T00:00:00.000,15:45:00,,,COMPLETED,97.0,OTHER,114,FELONY,ARSON,PATROL BORO QUEENS SOUTH,263.0,"ARSON 2,3,4",RESIDENCE-HOUSE,2019-09-23T00:00:00.000,18-24,ASIAN / PACIFIC ISLANDER,M,UNKNOWN,UNKNOWN,E,,INSIDE,,,,
44,499423430,83,BROOKLYN,2019-09-23T00:00:00.000,13:30:00,2019-09-23T00:00:00.000,13:35:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BKLYN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",STREET,2019-09-23T00:00:00.000,,,,45-64,BLACK,M,,FRONT OF,,,,
45,399608133,10,MANHATTAN,2019-07-16T00:00:00.000,14:20:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO MAN SOUTH,338.0,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - APT. HOUSE,2019-09-23T00:00:00.000,,,,25-44,UNKNOWN,F,,FRONT OF,,,,
46,186312412,6,MANHATTAN,1985-08-01T00:00:00.000,00:01:00,1986-02-28T00:00:00.000,23:59:00,COMPLETED,0.0,N.Y. POLICE DEPT,116,FELONY,SEX CRIMES,PATROL BORO MAN SOUTH,168.0,SODOMY 1,RESIDENCE - APT. HOUSE,2019-09-23T00:00:00.000,65+,WHITE,M,45-64,WHITE HISPANIC,M,,INSIDE,,,,
47,450965723,78,BROOKLYN,2019-09-22T00:00:00.000,21:20:00,2019-09-22T00:00:00.000,21:20:00,COMPLETED,97.0,OTHER,578,VIOLATION,HARRASSMENT 2,PATROL BORO BKLYN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",OTHER,2019-09-22T00:00:00.000,UNKNOWN,UNKNOWN,U,45-64,WHITE,F,,INSIDE,,,,
48,208212642,44,BRONX,2019-09-22T00:00:00.000,16:00:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BRONX,113.0,"MENACING,UNCLASSIFIED",GROCERY/BODEGA,2019-09-22T00:00:00.000,UNKNOWN,BLACK,M,UNKNOWN,UNKNOWN,D,,INSIDE,,,,
49,283648296,84,BROOKLYN,2019-09-22T00:00:00.000,15:05:00,2019-09-22T00:00:00.000,15:10:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BKLYN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",STREET,2019-09-22T00:00:00.000,,,,25-44,BLACK,F,,,,,,
50,749886836,34,MANHATTAN,2019-09-22T00:00:00.000,04:00:00,2019-09-22T00:00:00.000,04:05:00,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO MAN NORTH,101.0,ASSAULT 3,STREET,2019-09-22T00:00:00.000,,,,25-44,BLACK HISPANIC,M,,,,,,
51,816817612,47,BRONX,2019-09-21T00:00:00.000,16:00:00,2019-09-21T00:00:00.000,23:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,109,FELONY,GRAND LARCENY,PATROL BORO BRONX,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",STREET,2019-09-22T00:00:00.000,,,,25-44,BLACK,F,,,,,,
52,187816232,50,BRONX,2019-09-21T00:00:00.000,20:50:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BRONX,101.0,ASSAULT 3,BUS STOP,2019-09-21T00:00:00.000,18-24,WHITE HISPANIC,M,25-44,WHITE,F,,OPPOSITE OF,,,,
53,956936553,32,MANHATTAN,2019-09-21T00:00:00.000,04:00:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO MAN NORTH,101.0,ASSAULT 3,RESIDENCE-HOUSE,2019-09-21T00:00:00.000,18-24,BLACK,M,18-24,BLACK,F,,INSIDE,,,,
54,879925256,90,BROOKLYN,2019-09-20T00:00:00.000,23:05:00,2019-09-20T00:00:00.000,23:10:00,COMPLETED,0.0,N.Y. POLICE DEPT,107,FELONY,BURGLARY,PATROL BORO BKLYN NORTH,233.0,"BURGLARY,TRUCK NIGHT",OTHER,2019-09-21T00:00:00.000,25-44,BLACK,M,UNKNOWN,UNKNOWN,D,,FRONT OF,,,,
55,229254199,71,BROOKLYN,2019-09-12T00:00:00.000,15:00:00,2019-09-12T00:00:00.000,16:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO BKLYN SOUTH,338.0,"LARCENY,PETIT FROM BUILDING,UN",STORAGE FACILITY,2019-09-21T00:00:00.000,,,,25-44,BLACK,M,,INSIDE,,,,
56,417450543,5,MANHATTAN,2019-09-20T00:00:00.000,22:00:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO MAN SOUTH,339.0,"LARCENY,PETIT FROM OPEN AREAS,",STREET,2019-09-20T00:00:00.000,,,,18-24,BLACK,M,,,,,,
57,896758101,32,MANHATTAN,2019-09-20T00:00:00.000,20:00:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,126,FELONY,MISCELLANEOUS PENAL LAW,PATROL BORO MAN NORTH,198.0,CRIMINAL CONTEMPT 1,FAST FOOD,2019-09-20T00:00:00.000,25-44,BLACK,M,25-44,UNKNOWN,F,,,,,,
58,676158275,43,BRONX,2019-09-20T00:00:00.000,15:34:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,351,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO BRONX,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STREET,2019-09-20T00:00:00.000,,,,UNKNOWN,UNKNOWN,E,,,,,,
59,784979617,108,QUEENS,2019-09-20T00:00:00.000,02:00:00,2019-09-20T00:00:00.000,12:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,107,FELONY,BURGLARY,PATROL BORO QUEENS NORTH,233.0,"BURGLARY,TRUCK NIGHT",STREET,2019-09-20T00:00:00.000,,,,45-64,WHITE HISPANIC,M,,,,,,
60,563410381,52,BRONX,2019-09-19T00:00:00.000,23:45:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,117,FELONY,DANGEROUS DRUGS,PATROL BORO BRONX,521.0,"CONTROLLED SUBSTANCE, SALE 5",STREET,2019-09-19T00:00:00.000,25-44,BLACK,M,UNKNOWN,UNKNOWN,E,,,,,,
61,965970772,42,BRONX,2019-09-19T00:00:00.000,17:15:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BRONX,638.0,"HARASSMENT,SUBD 3,4,5",BUS STOP,2019-09-19T00:00:00.000,UNKNOWN,UNKNOWN,U,45-64,BLACK,M,,,,,,
62,425637028,79,BROOKLYN,2019-09-19T00:00:00.000,09:30:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO BKLYN NORTH,339.0,"LARCENY,PETIT FROM OPEN AREAS,",STREET,2019-09-19T00:00:00.000,45-64,BLACK,M,UNKNOWN,UNKNOWN,D,,FRONT OF,,,,
63,113005928,52,BRONX,2019-09-19T00:00:00.000,09:19:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,118,FELONY,DANGEROUS WEAPONS,PATROL BORO BRONX,792.0,WEAPONS POSSESSION 1 & 2,STREET,2019-09-19T00:00:00.000,,,,UNKNOWN,UNKNOWN,E,,INSIDE,,,,
64,346124117,110,QUEENS,2019-09-19T00:00:00.000,00:24:00,2019-09-19T00:00:00.000,00:29:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO QUEENS NORTH,335.0,"LARCENY,PETIT FROM TRUCK",STREET,2019-09-19T00:00:00.000,,,,25-44,WHITE HISPANIC,M,,,,,,
65,175616486,48,BRONX,2019-09-18T00:00:00.000,16:45:00,2019-09-19T00:00:00.000,08:15:00,COMPLETED,0.0,N.Y. POLICE DEPT,107,FELONY,BURGLARY,PATROL BORO BRONX,213.0,"BURGLARY,COMMERCIAL,NIGHT",BANK,2019-09-19T00:00:00.000,,,,UNKNOWN,UNKNOWN,D,,INSIDE,,,,
66,697857618,40,BRONX,2019-09-16T00:00:00.000,04:00:00,2019-09-16T00:00:00.000,12:25:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO BRONX,321.0,"LARCENY,PETIT FROM AUTO",STREET,2019-09-19T00:00:00.000,,,,45-64,BLACK,F,,,,,,
67,337290417,44,BRONX,2019-09-18T00:00:00.000,11:01:00,,,COMPLETED,1.0,N.Y. TRANSIT POLICE,113,FELONY,FORGERY,PATROL BORO BRONX,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",TRANSIT - NYC SUBWAY,2019-09-18T00:00:00.000,18-24,BLACK,M,UNKNOWN,UNKNOWN,E,,,167 STREET,11.0,,
68,123615583,7,MANHATTAN,2019-09-18T00:00:00.000,10:17:00,2019-09-18T00:00:00.000,10:36:00,COMPLETED,0.0,N.Y. POLICE DEPT,113,FELONY,FORGERY,PATROL BORO MAN SOUTH,725.0,"FORGERY,M.V. REGISTRATION",STREET,2019-09-18T00:00:00.000,25-44,BLACK,M,UNKNOWN,UNKNOWN,E,,,,,,
69,333122626,14,MANHATTAN,2019-09-18T00:00:00.000,04:50:00,,,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO MAN SOUTH,339.0,"LARCENY,PETIT FROM OPEN AREAS,",STREET,2019-09-18T00:00:00.000,,,,45-64,BLACK,M,,,,,,
70,224238366,24,MANHATTAN,2019-09-18T00:00:00.000,01:45:00,2019-09-18T00:00:00.000,01:47:00,COMPLETED,0.0,N.Y. POLICE DEPT,105,FELONY,ROBBERY,PATROL BORO MAN NORTH,366.0,"ROBBERY,BICYCLE",STREET,2019-09-18T00:00:00.000,18-24,BLACK,M,UNKNOWN,UNKNOWN,E,,,,,,
71,853652578,19,MANHATTAN,2019-08-27T00:00:00.000,06:00:00,2019-08-27T00:00:00.000,06:07:00,COMPLETED,0.0,N.Y. POLICE DEPT,121,FELONY,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO MAN NORTH,268.0,CRIMINAL MIS 2 & 3,BRIDGE,2019-09-18T00:00:00.000,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,,,,,,
